"u","area_q025","area_q50","area_q975","area_MAP","time"
"crops",-128.502431204822,-20.6916805117858,87.1758458561058,20.0692786665501,1996
"grass",-157.076334724888,-52.4237020442448,56.9725148193334,-83.7918515210433,1996
"other",-94.6011450572375,-3.99279294378017,84.3115865614995,33.4056580220188,1996
"rough",-242.99560075745,-149.00332089536,-58.5788781876443,-160.975014920471,1996
"urban",-49.7240733639296,45.3771501804194,146.86959055066,45.3828607420568,1996
"woods",88.306833346342,176.941851656647,266.978629718389,145.909069010888,1996
"crops",-62.6122632379226,45.9401719795288,146.222318131253,-17.9451167355592,1997
"grass",-184.232564073774,-84.5917017120142,11.5434874704362,-71.0575585410922,1997
"other",-40.899959345735,34.9184413878682,120.035856286705,67.6875050007682,1997
"rough",-383.280247858513,-289.721957307061,-187.100081431919,-271.093538011149,1997
"urban",-6.39707761473228,86.2165893977142,174.477661668713,68.2806074150099,1997
"woods",121.687153549745,206.157898511237,296.859335609367,224.128100872023,1997
"crops",-274.917414667772,-182.205918994821,-81.2818999430598,-161.591913551222,1998
"grass",-64.6248089580709,54.6033621049349,157.081228922367,55.4505910428543,1998
"other",-48.0635143321223,29.2574104910445,105.452536939106,29.0739531062976,1998
"rough",-229.274585347861,-132.810271666757,-33.5692708074286,-149.498241468473,1998
"urban",-26.8583602598936,55.8636029414517,140.079797286198,82.2786575666077,1998
"woods",81.4183213660483,178.110976704202,273.740182555941,144.286953303935,1998
"crops",-316.520998955875,-230.820247859582,-138.360959480065,-223.931159018774,1999
"grass",38.8226962082495,144.066992224643,242.87502206794,170.370747919197,1999
"other",-58.1395547016108,25.3347757558267,106.709069051088,24.0885124822109,1999
"rough",-243.99334248119,-148.287346061495,-50.7655698168925,-198.617643440483,1999
"urban",-52.6296779039306,45.2380983999329,133.395724776059,88.9191326609036,1999
"woods",72.0147673286129,161.884203869748,248.401598814134,139.170409396945,1999
"crops",-366.727747985305,-276.860585860547,-187.823629537199,-253.509878939574,2000
"grass",-134.257926964261,-41.4660490344352,50.3248651887604,-41.2496786384445,2000
"other",11.6006716370735,96.8275733172842,179.893347225762,93.4794275200506,2000
"rough",-231.338832024104,-123.101422487043,-25.0636702367118,-109.399528956133,2000
"urban",32.6629339666663,114.152848558565,195.373649337364,78.3802952767032,2000
"woods",142.225759594066,231.246994226076,322.331811903919,232.299363737398,2000
"crops",-334.247451010506,-235.62156005456,-133.311851274905,-227.138651308869,2001
"grass",115.401837461013,225.89905469507,328.793416871099,248.141286884424,2001
"other",-95.2247920177482,-12.6284130103779,70.3584703501757,-44.2924640738078,2001
"rough",-160.369201393819,-74.1812202647783,22.0355899071253,-86.7588363180364,2001
"urban",-73.7505321413034,3.64547451940975,90.8682605620247,38.5181469128793,2001
"woods",-3.7241038794017,89.6512587483266,177.530483365356,71.5305179034106,2001
"crops",-656.127093692585,-543.344865799979,-446.086601729878,-560.133097545174,2002
"grass",-8.99055615108665,83.1755214936464,171.807091780732,36.9853176927281,2002
"other",-41.0336023332868,43.0760784911401,123.86335952682,56.7761415353316,2002
"rough",84.7794436605891,187.356314621248,274.795354876832,186.613205149951,2002
"urban",-11.2396842624243,75.4514475270464,165.785636826713,114.292763353857,2002
"woods",75.1433769579324,157.105482275803,246.011955695756,165.465669813306,2002
"crops",-505.348275544996,-395.393924442179,-290.275518598548,-420.576226967602,2003
"grass",283.397246856453,389.863079150798,489.877837327895,382.994496391206,2003
"other",-59.6441464092899,32.4547080678924,122.576889386736,9.83582697416641,2003
"rough",-286.787335815267,-188.968805975683,-87.7642117229811,-216.247954355074,2003
"urban",-36.0016023336213,47.224386554859,126.459310993715,98.4184800357113,2003
"woods",36.6398017256818,114.691317202262,205.577968225441,145.575377921593,2003
"crops",-433.751127676066,-333.64105403395,-235.659998087709,-336.87004166625,2004
"grass",6.19944912890683,97.001258297158,196.99038167451,76.173273207937,2004
"other",-39.4432252719383,32.2810952561584,114.465842241763,45.2378609274781,2004
"rough",-88.8164448344986,12.8170580139942,105.574603880243,-24.6326097092858,2004
"urban",-19.5136397234987,58.996617159292,138.283955899549,66.6652222948834,2004
"woods",45.8287941267788,131.753734911282,216.271784696491,173.426294945238,2004
"crops",-566.988825271606,-458.054694279562,-363.146350158431,-438.751518224608,2005
"grass",149.514163924814,252.792180857918,349.339981163378,253.838510840241,2005
"other",-69.0087844808454,14.4735530739773,93.1670695632601,10.3358542040016,2005
"rough",-33.2314075371153,62.2747248836365,159.183012969246,41.8226736121625,2005
"urban",-49.8652459803821,34.6750362215046,112.609718060795,35.1996319630011,2005
"woods",13.7577254937027,99.1567816061261,182.411668237491,97.5548476052026,2005
"crops",-837.508084697353,-707.745660734727,-585.318313146178,-706.81403795559,2006
"grass",271.074282280284,381.123598468503,493.717239558272,344.913255828681,2006
"other",-84.1621511714336,3.29562021843413,84.2505188719583,-20.9829679360372,2006
"rough",106.072962485451,216.602457139645,324.899304824093,281.526286986799,2006
"urban",-60.4141389027419,21.0482890189212,113.50780726099,16.9048609049205,2006
"woods",6.85057665653816,85.2260776594668,162.351925491208,84.4526021712262,2006
"crops",-401.819448334919,-308.207247931233,-223.559273084123,-319.063282957745,2007
"grass",120.763899093502,212.495832970855,309.81290984708,229.538116622422,2007
"other",-35.3826014265643,49.584078858107,129.939100403646,45.3234790056424,2007
